age;gender;inccat;ed;marital;savings
35;Мужской;75+;Среднее;Не женат (не замужем);41,6
47;Мужской;75+;Высшее, ученая степень;Женат (замужем);99,8
28;Женский;25 - 49;Среднее специальное;Не женат (не замужем);20,8
18;Мужской;18 - 24;Среднее;Не женат (не замужем);12
31;Мужской;25 - 49;Среднее;Не женат (не замужем);15,8
37;Мужской;50 - 74;Среднее специальное;Не женат (не замужем);29,8
29;Мужской;50 - 74;Незаконченное высшее;Не женат (не замужем);27,3
34;Женский;75+;Незаконченное высшее;Женат (замужем);80,9
57;Женский;75+;Среднее;Не женат (не замужем);85,1
25;Мужской;18 - 24;Среднее специальное;Не женат (не замужем);12,1
31;Женский;50 - 74;Среднее;Не женат (не замужем);34
57;Мужской;50 - 74;Неполное среднее;Женат (замужем);28,1
67;Женский;75+;Среднее специальное;Не женат (не замужем);77,8
26;Женский;18 - 24;Неполное среднее;Женат (замужем);9,5
53;Мужской;75+;Неполное среднее;Не женат (не замужем);67,6
40;Женский;50 - 74;Незаконченное высшее;Женат (замужем);28,5
60;Женский;75+;Высшее, ученая степень;Женат (замужем);82,4
56;Мужской;75+;Незаконченное высшее;Не женат (не замужем);49,3
45;Женский;25 - 49;Среднее специальное;Женат (замужем);14
30;Мужской;50 - 74;Незаконченное высшее;Женат (замужем);25,8
40;Женский;50 - 74;Среднее;Женат (замужем);35,1
52;Мужской;25 - 49;Неполное среднее;Женат (замужем);13,5
30;Мужской;25 - 49;Неполное среднее;Не женат (не замужем);21,6
41;Мужской;75+;Незаконченное высшее;Женат (замужем);62,2
25;Женский;25 - 49;Незаконченное высшее;Женат (замужем);13
39;Мужской;50 - 74;Незаконченное высшее;Не женат (не замужем);30,9
51;Мужской;25 - 49;Неполное среднее;Женат (замужем);16,1
51;Женский;25 - 49;Неполное среднее;Женат (замужем);23,1
54;Мужской;25 - 49;Неполное среднее;Женат (замужем);17
29;Мужской;18 - 24;Среднее специальное;Женат (замужем);11,8
21;Женский;50 - 74;Среднее специальное;Женат (замужем);29,7
33;Женский;25 - 49;Неполное среднее;Женат (замужем);19,5
65;Мужской;18 - 24;Незаконченное высшее;Женат (замужем);8,9
61;Женский;75+;Среднее;Женат (замужем);90,4
49;Женский;50 - 74;Среднее;Женат (замужем);34,9
61;Женский;75+;Среднее;Не женат (не замужем);68,3
69;Женский;75+;Среднее;Не женат (не замужем);53,4
35;Мужской;25 - 49;Среднее;Женат (замужем);14
49;Женский;50 - 74;Среднее;Женат (замужем);30,4
50;Мужской;18 - 24;Неполное среднее;Женат (замужем);10
43;Мужской;75+;Среднее специальное;Не женат (не замужем);55,1
27;Женский;25 - 49;Среднее специальное;Женат (замужем);22,9
51;Мужской;50 - 74;Среднее;Не женат (не замужем);25,8
23;Мужской;50 - 74;Незаконченное высшее;Не женат (не замужем);27,8
26;Женский;18 - 24;Среднее;Не женат (не замужем);9,5
35;Мужской;25 - 49;Высшее, ученая степень;Не женат (не замужем);20,9
31;Мужской;25 - 49;Среднее;Не женат (не замужем);22,7
25;Женский;25 - 49;Незаконченное высшее;Не женат (не замужем);16,8
55;Мужской;75+;Среднее специальное;Не женат (не замужем);95,8
