Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Sales Channel
XW96958,Nevada,7573.345057,No,Premium,High School or Below,20.02.2011,Unemployed,M,0,Suburban,Single,110,6,37,0,6,Corporate Auto,Agent
TU92578,California,14696.63549,No,Extended,College,29.01.2011,Employed,M,45345,Suburban,Married,125,0,73,0,2,Personal Auto,Agent
IJ50779,Washington,12298.6863,No,Basic,High School or Below,20.02.2011,Medical Leave,M,17101,Suburban,Single,113,1,88,0,2,Personal Auto,Call Center
YE68736,California,7724.840065,No,Premium,Bachelor,02.07.2011,Employed,F,32051,Suburban,Married,193,4,40,1,1,Personal Auto,Call Center
OB96537,Oregon,5946.670679,No,Basic,Master,22.02.2011,Employed,M,81139,Suburban,Divorced,74,22,69,0,3,Special Auto,Web
EU68825,Oregon,8000.545061,No,Basic,Master,01.02.2011,Employed,F,63834,Rural,Married,100,23,19,1,3,Personal Auto,Agent
CC31456,Arizona,6457.560953,No,Extended,Bachelor,01.05.2011,Employed,M,37548,Rural,Married,81,12,9,0,3,Special Auto,Web
DJ77787,Arizona,7281.44014,No,Basic,High School or Below,01.07.2011,Unemployed,F,0,Suburban,Married,69,28,28,3,2,Personal Auto,Call Center
LN26837,California,2592.437797,No,Basic,High School or Below,01.02.2011,Employed,M,72421,Suburban,Married,65,8,23,0,1,Personal Auto,Call Center
YI92916,Nevada,4678.423394,No,Premium,Master,17.01.2011,Employed,M,83102,Urban,Married,116,15,35,0,1,Corporate Auto,Call Center
NW54906,Oregon,13869.92705,No,Basic,College,21.01.2011,Employed,M,28432,Suburban,Married,118,1,59,0,2,Personal Auto,Branch
ME77513,Nevada,8717.777831,No,Premium,Master,22.02.2011,Employed,F,83707,Urban,Married,108,2,72,0,7,Corporate Auto,Agent
UK76891,California,5233.986808,No,Basic,College,02.04.2011,Employed,F,63259,Suburban,Married,65,25,14,0,7,Corporate Auto,Agent
SI26888,Nevada,4764.189722,No,Basic,High School or Below,02.07.2011,Unemployed,F,0,Suburban,Single,67,18,73,0,8,Personal Auto,Web
YD74948,Oregon,2472.469209,No,Basic,College,20.01.2011,Employed,F,63860,Urban,Married,62,26,81,0,1,Personal Auto,Agent
CA86085,Washington,5608.316348,No,Basic,High School or Below,22.02.2011,Employed,M,67176,Suburban,Single,72,20,90,0,9,Personal Auto,Branch
BW52697,California,5505.057003,No,Basic,College,01.01.2011,Employed,F,86132,Urban,Married,68,30,10,0,3,Personal Auto,Call Center
NL41409,Oregon,2606.208503,No,Basic,Bachelor,14.02.2011,Employed,F,28519,Suburban,Married,66,1,56,0,1,Personal Auto,Web
OD69005,Arizona,10481.94383,No,Extended,High School or Below,28.01.2011,Employed,F,39102,Rural,Married,88,11,98,0,2,Personal Auto,Agent
ZZ91716,California,3256.766388,No,Extended,Bachelor,22.01.2011,Unemployed,F,0,Suburban,Married,89,17,56,0,1,Personal Auto,Web
UK70255,California,30475.78048,No,Extended,College,30.01.2011,Employed,F,97298,Rural,Single,128,16,38,0,2,Personal Auto,Web
QT25383,Nevada,6364.902164,No,Extended,High School or Below,18.01.2011,Employed,M,41986,Suburban,Single,84,25,31,2,5,Personal Auto,Branch
AW18068,Arizona,9468.509337,No,Extended,High School or Below,22.02.2011,Unemployed,M,0,Suburban,Single,88,6,47,0,2,Personal Auto,Agent
NS45347,Oregon,5631.451866,No,Basic,College,01.03.2011,Medical Leave,F,17291,Suburban,Married,73,3,25,0,5,Personal Auto,Agent
FV19421,California,7780.999262,No,Basic,Bachelor,01.10.2011,Unemployed,M,0,Urban,Married,74,0,52,0,2,Personal Auto,Branch
XW89091,California,9816.528302,No,Basic,College,28.01.2011,Employed,M,37256,Rural,Married,62,15,7,0,2,Personal Auto,Branch
YC11951,Oregon,7519.133631,No,Extended,High School or Below,20.02.2011,Employed,M,96306,Rural,Divorced,95,12,17,1,6,Corporate Auto,Agent
UY18770,California,10179.71704,No,Premium,Bachelor,01.05.2011,Retired,F,14290,Suburban,Married,271,20,40,0,1,Personal Auto,Agent
RA49085,California,2772.839235,No,Basic,College,28.02.2011,Employed,F,37038,Rural,Married,71,6,97,1,1,Corporate Auto,Branch
BG84194,Oregon,4037.501846,No,Basic,College,18.02.2011,Employed,M,90760,Rural,Married,103,5,7,2,1,Special Auto,Branch
GM62071,Washington,21435.87782,No,Basic,High School or Below,01.07.2011,Employed,F,20668,Suburban,Married,188,34,54,3,2,Personal Auto,Call Center
MR67738,Oregon,2676.867914,No,Basic,High School or Below,02.04.2011,Employed,F,54480,Suburban,Married,67,19,91,0,1,Personal Auto,Branch
DM95829,California,2523.959554,No,Basic,College,24.02.2011,Medical Leave,M,16244,Suburban,Married,68,4,85,0,1,Personal Auto,Call Center
DB75522,California,6988.401604,No,Extended,College,26.02.2011,Employed,F,22436,Suburban,Married,89,24,21,0,3,Special Auto,Branch
RZ27571,Washington,2695.963857,No,Basic,Bachelor,13.02.2011,Employed,F,25544,Suburban,Married,68,18,30,0,1,Personal Auto,Agent
WW30771,Arizona,2673.319593,No,Basic,Master,13.02.2011,Employed,M,28728,Suburban,Married,67,8,10,0,1,Personal Auto,Branch
QP65569,Arizona,12157.32992,No,Premium,High School or Below,27.02.2011,Employed,M,57449,Suburban,Single,103,6,28,0,2,Personal Auto,Agent
TN50051,California,2957.764017,No,Basic,Doctor,02.06.2011,Employed,F,83318,Urban,Divorced,73,21,42,0,1,Personal Auto,Web
GT62080,Washington,7433.820995,No,Basic,High School or Below,29.01.2011,Employed,M,55561,Urban,Divorced,63,2,79,0,2,Personal Auto,Call Center
JA41698,Nevada,3099.538005,No,Basic,Bachelor,19.01.2011,Unemployed,M,0,Suburban,Single,102,18,32,5,1,Corporate Auto,Call Center
NX18774,Oregon,8415.684559,No,Basic,Bachelor,01.03.2011,Employed,M,55308,Suburban,Divorced,107,17,74,0,6,Corporate Auto,Call Center
DA69469,Oregon,26843.12452,No,Extended,College,16.01.2011,Employed,F,36068,Rural,Married,97,0,10,0,2,Personal Auto,Branch
CN23147,Oregon,13057.17071,No,Premium,Bachelor,27.02.2011,Employed,M,48804,Suburban,Married,112,1,4,1,2,Corporate Auto,Branch
RA68844,Oregon,9599.950239,No,Extended,College,24.01.2011,Unemployed,M,0,Suburban,Single,131,6,52,0,6,Personal Auto,Web
GH42026,Oregon,8535.108918,No,Basic,Bachelor,22.02.2011,Employed,M,55790,Rural,Single,111,4,40,0,9,Personal Auto,Branch
BD16530,Arizona,8293.481886,No,Basic,Bachelor,01.09.2011,Employed,F,70258,Urban,Divorced,69,20,65,0,2,Personal Auto,Agent
JH91579,Oregon,6846.150323,No,Extended,Bachelor,27.01.2011,Unemployed,F,0,Suburban,Divorced,95,13,20,0,5,Personal Auto,Call Center
WK23685,Oregon,6636.859781,No,Extended,Bachelor,01.06.2011,Employed,F,47274,Rural,Married,83,32,26,1,5,Corporate Auto,Agent
ZJ18419,Washington,5802.83547,No,Extended,College,28.02.2011,Unemployed,F,0,Suburban,Married,78,27,10,0,8,Personal Auto,Branch
PI78084,Arizona,5077.320916,No,Basic,High School or Below,01.09.2011,Unemployed,M,0,Suburban,Single,73,26,84,0,3,Personal Auto,Call Center
ZF40671,Washington,12427.39371,No,Premium,Master,02.09.2011,Medical Leave,F,15818,Urban,Married,107,24,99,0,2,Personal Auto,Call Center
UG34438,Washington,10990.59477,No,Extended,College,16.01.2011,Employed,F,44552,Rural,Married,137,7,42,0,3,Personal Auto,Branch
UK25655,Oregon,3435.25008,No,Extended,Bachelor,14.01.2011,Employed,F,64348,Rural,Married,86,25,18,0,1,Personal Auto,Call Center
QR45101,Oregon,6624.61183,No,Basic,Bachelor,26.02.2011,Unemployed,M,0,Suburban,Married,62,27,53,0,2,Corporate Auto,Branch
EL93539,California,5757.442258,No,Basic,Master,31.01.2011,Employed,M,88997,Rural,Divorced,72,9,71,0,3,Special Auto,Branch
DG80424,Washington,2691.568951,No,Basic,College,24.01.2011,Employed,F,77411,Urban,Married,67,30,63,0,1,Personal Auto,Agent
DP46882,California,2886.451602,No,Extended,High School or Below,20.01.2011,Retired,F,10312,Suburban,Married,78,10,63,0,1,Corporate Auto,Agent
WP41146,California,5341.438779,No,Basic,High School or Below,01.01.2011,Unemployed,F,0,Suburban,Married,72,4,11,1,7,Personal Auto,Branch
TK60799,Arizona,4160.018087,No,Basic,High School or Below,01.08.2011,Employed,F,96263,Rural,Married,103,5,5,0,1,Personal Auto,Agent
DN29808,California,2846.24535,No,Basic,College,02.03.2011,Employed,F,28919,Suburban,Married,72,18,11,0,1,Corporate Auto,Agent
SS59521,Oregon,4770.256564,No,Basic,College,01.02.2011,Unemployed,F,0,Suburban,Married,68,2,28,1,4,Personal Auto,Agent
NG66579,Oregon,5059.616223,No,Basic,Bachelor,01.06.2011,Employed,M,41869,Urban,Married,64,5,52,0,6,Personal Auto,Web
TC14209,Arizona,9095.744565,No,Extended,High School or Below,15.01.2011,Unemployed,F,0,Suburban,Single,128,5,76,0,8,Personal Auto,Agent
ED50963,California,2688.863963,No,Basic,High School or Below,29.01.2011,Employed,F,32808,Suburban,Married,68,1,88,1,1,Personal Auto,Branch
GP40701,California,8277.637562,No,Basic,Bachelor,14.02.2011,Employed,F,79780,Suburban,Married,68,11,58,0,2,Personal Auto,Web
CP98451,Oregon,9057.935331,No,Basic,College,01.02.2011,Employed,F,91025,Urban,Married,112,26,37,0,9,Personal Auto,Agent
NX52648,California,3801.750407,No,Extended,High School or Below,01.02.2011,Employed,F,33043,Suburban,Married,95,15,90,0,1,Personal Auto,Branch
ZC32510,Arizona,9339.341599,No,Premium,High School or Below,22.02.2011,Employed,M,69442,Suburban,Married,118,26,6,3,3,Personal Auto,Branch
NG27780,Oregon,2520.12318,No,Basic,College,15.01.2011,Unemployed,M,0,Rural,Married,70,18,47,0,1,Corporate Auto,Agent
HN95240,Arizona,4984.095342,No,Basic,College,14.02.2011,Unemployed,F,0,Suburban,Divorced,70,25,48,0,9,Corporate Auto,Agent
EB59129,Oregon,2595.747991,No,Basic,Bachelor,18.02.2011,Employed,F,47234,Rural,Married,65,11,34,0,1,Personal Auto,Agent
RA70851,Oregon,7437.693335,No,Extended,High School or Below,01.12.2011,Employed,M,86863,Suburban,Married,92,27,26,0,3,Personal Auto,Branch
PM19162,Oregon,14536.78759,No,Basic,Bachelor,16.01.2011,Employed,M,25805,Suburban,Divorced,66,25,0,2,2,Personal Auto,Call Center
MS59005,Nevada,5913.305869,No,Extended,Bachelor,23.01.2011,Employed,M,43676,Suburban,Single,76,19,7,0,3,Personal Auto,Agent
SU71163,Arizona,2771.663013,No,Basic,College,01.07.2011,Employed,M,59855,Suburban,Married,74,30,82,4,1,Personal Auto,Branch
BD35676,Arizona,29194.36639,No,Extended,Master,01.04.2011,Employed,M,35296,Urban,Single,126,19,11,0,2,Personal Auto,Branch
NI44621,Oregon,9880.38582,No,Extended,Master,01.03.2011,Employed,F,36576,Rural,Married,125,11,73,1,3,Personal Auto,Agent
EW33419,California,15114.40241,No,Basic,High School or Below,19.01.2011,Medical Leave,F,28513,Suburban,Married,100,4,22,1,2,Corporate Auto,Call Center
HX44948,Oregon,5759.91084,No,Basic,Bachelor,28.01.2011,Employed,M,85448,Rural,Married,72,16,76,0,3,Special Auto,Agent
DL36983,Oregon,8495.164213,No,Premium,High School or Below,24.01.2011,Employed,F,23791,Suburban,Divorced,110,11,71,3,7,Personal Auto,Agent
XR87264,California,4381.184212,No,Premium,Bachelor,01.08.2011,Employed,F,20597,Suburban,Married,112,31,46,0,1,Personal Auto,Agent
NN99001,Arizona,6997.827397,No,Extended,College,23.02.2011,Employed,F,56940,Suburban,Married,87,11,10,0,9,Personal Auto,Web
XV95530,Oregon,11430.58845,No,Basic,Bachelor,16.01.2011,Employed,M,93210,Rural,Married,71,35,62,0,2,Personal Auto,Web
OL97871,Oregon,7482.486135,No,Extended,Bachelor,23.01.2011,Employed,F,48992,Urban,Married,94,30,0,1,7,Personal Auto,Agent
HQ23708,Arizona,8596.916624,No,Basic,Master,31.01.2011,Employed,F,53736,Rural,Married,71,2,20,0,2,Personal Auto,Web
WR63188,Arizona,7854.960831,No,Basic,College,16.01.2011,Employed,M,25378,Suburban,Married,66,22,32,1,2,Personal Auto,Agent
NG82219,Oregon,2582.408525,No,Basic,Bachelor,14.02.2011,Employed,F,76731,Urban,Married,64,2,68,0,1,Personal Auto,Agent
GB33195,Washington,2275.363967,No,Basic,High School or Below,01.12.2011,Unemployed,M,0,Suburban,Single,64,11,85,0,1,Personal Auto,Branch
RE46783,California,4118.588554,No,Premium,Bachelor,28.01.2011,Employed,F,69379,Suburban,Single,103,14,79,0,1,Personal Auto,Branch
RU94434,Oregon,12157.32992,No,Premium,High School or Below,27.02.2011,Employed,M,57449,Suburban,Single,103,6,28,0,2,Personal Auto,Agent
GI82355,Arizona,5152.819636,No,Basic,Bachelor,01.02.2011,Unemployed,M,0,Suburban,Married,68,7,31,0,7,Corporate Auto,Web
VO26340,Nevada,6512.976472,No,Extended,College,01.02.2011,Unemployed,M,0,Suburban,Single,93,30,70,0,6,Personal Auto,Agent
NV61299,Arizona,27789.69235,No,Extended,Bachelor,20.01.2011,Employed,F,33806,Urban,Divorced,89,32,59,0,2,Corporate Auto,Web
PT64580,Washington,4191.966092,No,Basic,Master,29.01.2011,Employed,M,77048,Rural,Married,103,20,41,0,1,Personal Auto,Agent
CY50337,Oregon,10928.40709,No,Extended,College,01.11.2011,Employed,F,74965,Rural,Married,90,20,93,0,2,Personal Auto,Agent
TJ20375,Arizona,7615.381271,No,Basic,High School or Below,01.09.2011,Employed,F,34095,Suburban,Married,63,5,99,0,2,Personal Auto,Web
EP72155,California,2004.350666,No,Basic,College,22.02.2011,Unemployed,F,0,Suburban,Divorced,66,16,35,4,1,Personal Auto,Branch
JJ76159,California,2434.681155,No,Basic,College,15.01.2011,Employed,M,96045,Rural,Divorced,61,24,35,0,1,Corporate Auto,Web
BG15419,Nevada,14195.36028,No,Basic,Bachelor,02.12.2011,Employed,F,86355,Rural,Married,118,27,86,0,2,Personal Auto,Agent
AO74776,California,9427.684903,No,Basic,High School or Below,21.01.2011,Employed,F,27824,Suburban,Married,118,32,9,0,8,Personal Auto,Agent
HQ82233,California,11982.42085,No,Basic,High School or Below,27.02.2011,Employed,M,42995,Urban,Married,101,10,22,0,2,Personal Auto,Call Center
OL72737,Oregon,3102.789546,No,Extended,High School or Below,02.04.2011,Employed,F,21235,Urban,Married,79,18,56,0,1,Personal Auto,Agent
ZQ59828,California,4222.631209,No,Basic,High School or Below,17.01.2011,Employed,M,74585,Rural,Married,106,1,49,0,1,Personal Auto,Agent
NZ15548,Oregon,4023.814439,No,Premium,Bachelor,01.10.2011,Employed,M,41833,Suburban,Married,103,28,43,0,1,Personal Auto,Branch
XK61304,California,5297.151805,No,Basic,College,19.02.2011,Medical Leave,F,23908,Suburban,Married,70,18,57,0,4,Personal Auto,Agent
EJ44139,Oregon,21423.63723,No,Basic,Bachelor,01.03.2011,Unemployed,M,0,Suburban,Married,65,9,31,0,2,Personal Auto,Agent
CM94425,Arizona,4416.206243,No,Basic,Bachelor,26.01.2011,Employed,M,61953,Urban,Divorced,113,5,63,0,1,Personal Auto,Branch
OV54878,California,4639.035171,No,Premium,Bachelor,28.02.2011,Unemployed,M,0,Suburban,Single,142,5,87,0,1,Corporate Auto,Web
JF57282,Nevada,4863.544585,No,Extended,Bachelor,13.01.2011,Unemployed,M,0,Suburban,Married,137,25,45,0,1,Personal Auto,Branch
MY37953,Arizona,25830.90982,No,Basic,Bachelor,31.01.2011,Employed,F,73760,Rural,Married,107,16,3,1,2,Personal Auto,Web
XP64922,Oregon,2974.314896,No,Basic,College,16.02.2011,Employed,F,23333,Rural,Married,74,8,43,0,1,Corporate Auto,Agent
WL65572,California,2064.458781,No,Basic,College,01.08.2011,Unemployed,M,0,Suburban,Single,61,6,30,0,1,Personal Auto,Agent
LN50325,Arizona,10064.60828,No,Extended,High School or Below,02.03.2011,Employed,F,20440,Suburban,Married,128,11,54,2,9,Corporate Auto,Branch
MP53505,Washington,5500.01251,No,Extended,High School or Below,02.11.2011,Employed,F,86073,Rural,Married,136,3,32,0,1,Corporate Auto,Agent
KH59823,California,5489.214062,No,Extended,College,01.10.2011,Employed,M,50943,Suburban,Divorced,139,18,14,0,1,Special Auto,Branch
YM79169,California,2612.756658,No,Basic,Bachelor,23.02.2011,Disabled,M,19003,Rural,Married,71,29,21,0,1,Personal Auto,Agent
DR38127,California,8573.463947,No,Premium,College,01.10.2011,Employed,M,46703,Suburban,Single,108,0,48,0,6,Personal Auto,Branch
PU42145,California,24127.50402,No,Basic,Bachelor,26.01.2011,Medical Leave,M,14072,Suburban,Divorced,71,13,3,0,2,Personal Auto,Agent
KM33477,Oregon,8550.386579,No,Basic,College,02.06.2011,Employed,M,21733,Suburban,Single,73,17,37,0,2,Corporate Auto,Web
RI53167,Arizona,2308.648034,No,Basic,Bachelor,20.01.2011,Medical Leave,M,20811,Suburban,Married,61,33,61,0,1,Personal Auto,Agent
OF77789,Arizona,4254.620669,No,Basic,High School or Below,02.03.2011,Disabled,F,11904,Suburban,Single,61,34,11,2,3,Personal Auto,Web
YB33445,Oregon,8982.850377,No,Basic,College,13.02.2011,Employed,F,43490,Rural,Married,114,24,63,4,6,Corporate Auto,Call Center
BA17836,California,7868.165983,No,Basic,High School or Below,17.01.2011,Employed,M,57340,Rural,Single,67,7,19,0,2,Corporate Auto,Agent
JS43228,California,7704.248723,No,Extended,College,02.09.2011,Employed,M,49088,Suburban,Married,97,4,46,0,3,Corporate Auto,Branch
BB11622,Nevada,10552.16999,No,Extended,Master,01.02.2011,Employed,M,47761,Rural,Married,131,2,54,0,6,Personal Auto,Agent
UG79499,Washington,11681.37428,No,Extended,Bachelor,26.02.2011,Employed,M,70930,Rural,Divorced,99,2,21,0,2,Personal Auto,Agent
WK88044,Arizona,8737.837514,No,Basic,Bachelor,13.02.2011,Employed,M,61281,Rural,Married,110,7,16,0,7,Personal Auto,Agent
LA80525,Nevada,5454.890731,No,Extended,Bachelor,22.02.2011,Unemployed,M,0,Suburban,Divorced,82,4,77,1,3,Corporate Auto,Branch
EH16250,Arizona,7705.283329,No,Basic,Bachelor,26.02.2011,Employed,M,25290,Suburban,Single,66,0,4,0,2,Personal Auto,Call Center
PU41872,Arizona,7039.262387,No,Extended,High School or Below,02.12.2011,Employed,F,24239,Rural,Married,88,25,5,0,8,Personal Auto,Call Center
HB85743,California,8838.085637,No,Basic,Bachelor,21.01.2011,Employed,M,82664,Rural,Married,114,24,10,3,9,Personal Auto,Agent
MM71959,Arizona,8733.527338,No,Basic,Bachelor,02.05.2011,Employed,M,83210,Suburban,Divorced,110,0,25,0,3,Personal Auto,Branch
MB83663,Oregon,9597.474777,No,Extended,Bachelor,18.02.2011,Employed,F,38736,Suburban,Divorced,81,7,35,0,2,Personal Auto,Call Center
KR43119,California,4506.660224,No,Basic,College,17.01.2011,Unemployed,M,0,Suburban,Single,66,0,10,0,9,Personal Auto,Call Center
KH24214,Oregon,17857.97233,No,Basic,College,13.02.2011,Employed,M,55437,Suburban,Married,64,5,78,1,2,Personal Auto,Agent
HD95276,Washington,4737.871725,No,Extended,College,02.03.2011,Unemployed,F,0,Rural,Married,130,0,93,0,1,Personal Auto,Branch
HP55391,Oregon,5426.136238,No,Basic,Master,01.01.2011,Unemployed,M,0,Suburban,Married,71,33,83,0,3,Corporate Auto,Agent
EG62398,California,7998.143771,No,Basic,High School or Below,19.02.2011,Employed,F,29066,Suburban,Married,100,13,51,0,3,Personal Auto,Branch
VS19949,Nevada,2897.620704,No,Basic,Bachelor,25.02.2011,Employed,M,54337,Suburban,Married,72,27,7,0,1,Personal Auto,Web
AM92343,Oregon,11599.50219,No,Extended,High School or Below,19.02.2011,Employed,F,67616,Urban,Married,96,25,17,0,2,Personal Auto,Agent
GI68556,California,15147.93055,No,Basic,Bachelor,16.02.2011,Employed,F,41082,Rural,Married,63,23,94,0,2,Personal Auto,Web
JT11876,Washington,5435.767832,No,Basic,High School or Below,13.02.2011,Unemployed,F,0,Suburban,Single,73,12,71,0,4,Personal Auto,Branch
XR64251,Nevada,2725.356404,No,Basic,Master,01.03.2011,Employed,F,36650,Rural,Married,69,2,70,1,1,Personal Auto,Web
MK34957,Oregon,13297.71225,No,Basic,College,19.02.2011,Employed,F,50631,Suburban,Married,112,19,12,4,2,Special Auto,Agent
GP18756,California,9927.049694,No,Extended,College,22.01.2011,Medical Leave,M,19592,Suburban,Divorced,92,31,63,0,2,Personal Auto,Web
AP23850,Washington,17771.54902,No,Premium,High School or Below,23.01.2011,Unemployed,F,0,Suburban,Married,114,30,1,0,2,Personal Auto,Branch
KQ65521,Arizona,18269.27017,No,Basic,College,02.12.2011,Employed,F,55761,Rural,Divorced,115,22,73,0,2,Personal Auto,Branch
EJ19449,California,2722.210707,No,Basic,College,02.02.2011,Medical Leave,F,17576,Suburban,Married,71,29,70,0,1,Special Auto,Call Center
QB70027,California,7083.212357,No,Extended,Bachelor,24.02.2011,Employed,F,41449,Rural,Married,89,15,45,0,5,Personal Auto,Branch
QW47320,California,10179.71704,No,Premium,Bachelor,01.05.2011,Retired,F,14290,Suburban,Married,271,20,40,0,1,Personal Auto,Agent
KH64733,Nevada,5889.509098,No,Basic,College,24.02.2011,Employed,F,62007,Rural,Married,73,4,7,0,3,Personal Auto,Agent
ON59472,Arizona,15771.39342,No,Extended,High School or Below,26.02.2011,Medical Leave,M,21921,Suburban,Married,206,14,44,0,3,Corporate Auto,Branch
HP94242,Arizona,5288.173294,No,Basic,Bachelor,17.01.2011,Employed,F,42621,Suburban,Married,66,8,3,0,3,Personal Auto,Call Center
RV15398,Oregon,27580.55396,No,Extended,College,22.01.2011,Unemployed,M,0,Suburban,Divorced,87,16,41,1,2,Personal Auto,Agent
EA25683,Washington,7778.532347,No,Basic,High School or Below,01.07.2011,Employed,M,63786,Urban,Single,196,30,81,0,1,Corporate Auto,Branch
PW73754,California,7341.861257,No,Basic,High School or Below,18.01.2011,Unemployed,F,0,Rural,Married,104,1,48,3,7,Personal Auto,Branch
MC71942,California,7919.197048,No,Extended,High School or Below,01.07.2011,Employed,F,82877,Rural,Married,99,8,89,1,3,Personal Auto,Agent
OX72195,Arizona,2163.870179,No,Basic,College,02.07.2011,Unemployed,M,0,Suburban,Single,63,0,75,0,1,Corporate Auto,Branch
